====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 166375.E-02 A   Straggling = 471059.E-03 A
 Ion Lateral Range = 371941.E-03 A   Straggling = 470804.E-03 A
 Ion Radial  Range = 626684.E-03 A   Straggling = 314925.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 32563927.E-05 32563927.E-05 44794905.E-05 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 15786985.E-05 15786985.E-05 24935434.E-05 00000000.E+00 
6000100.E-04 79714424.E-06 80112909.E-06 72661133.E-05 36916283.E-05 
7000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8000100.E-04 21028519.E-05 22889422.E-05 44174927.E-05 32274002.E-05 
9000100.E-04 10342726.E-05 10342726.E-05 15969763.E-04 00000000.E+00 
1000010.E-03 11471425.E-04 11471425.E-04 11974947.E-04 00000000.E+00 
1100010.E-03 39989734.E-05 48952627.E-05 45784506.E-05 28534561.E-05 
1200010.E-03 37284646.E-05 42413834.E-05 47946006.E-05 14359188.E-05 
1300010.E-03 21072858.E-05 25421192.E-05 30823323.E-05 10522824.E-05 
1400010.E-03 21259997.E-05 24233262.E-05 44360828.E-05 16959701.E-05 
1500010.E-03 40305792.E-05 41651289.E-05 62140420.E-05 11016177.E-05 
1600010.E-03 41527855.E-05 48274971.E-05 74471816.E-05 26220900.E-05 
1700010.E-03 32949207.E-05 46344779.E-05 64029732.E-05 26909205.E-05 
1800010.E-03 50826473.E-05 59755887.E-05 70485608.E-05 22641077.E-05 
1900010.E-03 45476772.E-05 55959859.E-05 77595703.E-05 39515203.E-05 
2000010.E-03 30875159.E-05 43492872.E-05 55658406.E-05 30338049.E-05 
2100010.E-03 45289050.E-05 54139966.E-05 60696980.E-05 30596762.E-05 
2200010.E-03 40070264.E-05 43825759.E-05 62953737.E-05 12176598.E-05 
2300010.E-03 20831750.E-05 23509378.E-05 82272465.E-05 23072068.E-05 
