====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 170385.E-02 A   Straggling = 562892.E-03 A
 Ion Lateral Range = 396266.E-03 A   Straggling = 523579.E-03 A
 Ion Radial  Range = 605535.E-03 A   Straggling = 332549.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 61291487.E-05 61291487.E-05 68096556.E-05 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 10109360.E-06 10109360.E-06 13293741.E-05 00000000.E+00 
6000100.E-04 52316775.E-05 69913488.E-05 63413789.E-05 36334615.E-05 
7000100.E-04 15083373.E-04 15083373.E-04 15087879.E-04 00000000.E+00 
8000100.E-04 51034471.E-06 51254457.E-06 12850517.E-05 42423348.E-06 
9000100.E-04 39613419.E-05 48570675.E-05 83321148.E-05 12893349.E-05 
1000010.E-03 22695198.E-05 23228763.E-05 52953436.E-05 12270722.E-05 
1100010.E-03 28221559.E-05 37093998.E-05 70861828.E-05 90189294.E-06 
1200010.E-03 28166932.E-05 29265705.E-05 46841792.E-05 19681465.E-05 
1300010.E-03 82106472.E-05 82106472.E-05 83144271.E-05 00000000.E+00 
1400010.E-03 59461147.E-05 76123640.E-05 70388923.E-05 40350935.E-05 
1500010.E-03 40189184.E-05 49267253.E-05 69940317.E-05 23078306.E-05 
1600010.E-03 26937982.E-05 34063868.E-05 58797431.E-05 32639272.E-05 
1700010.E-03 39641173.E-05 45703533.E-05 67114671.E-05 31596334.E-05 
1800010.E-03 39504913.E-05 47170264.E-05 53539868.E-05 23060815.E-05 
1900010.E-03 64976169.E-05 79984278.E-05 77222599.E-05 39987495.E-05 
2000010.E-03 19597672.E-05 25698712.E-05 30351443.E-05 12693712.E-05 
2100010.E-03 30018701.E-05 38780764.E-05 57159968.E-05 38280245.E-05 
2200010.E-03 59881467.E-05 64804476.E-05 69106324.E-05 26118015.E-05 
2300010.E-03 46003651.E-05 55393294.E-05 73924399.E-05 22923868.E-05 
