====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 167881.E-02 A   Straggling = 520211.E-03 A
 Ion Lateral Range = 361938.E-03 A   Straggling = 459497.E-03 A
 Ion Radial  Range = 584278.E-03 A   Straggling = 337274.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 29129890.E-05 29823894.E-05 40869484.E-05 18099593.E-05 
6000100.E-04 62309862.E-05 62309862.E-05 64273008.E-05 00000000.E+00 
7000100.E-04 22329556.E-05 24234519.E-05 62513829.E-05 30077666.E-05 
8000100.E-04 28574646.E-06 28574646.E-06 23867473.E-05 00000000.E+00 
9000100.E-04 37750182.E-05 52835190.E-05 47135263.E-05 43467544.E-05 
1000010.E-03 15401946.E-05 15457477.E-05 46442230.E-05 11902516.E-05 
1100010.E-03 36299034.E-05 51969087.E-05 61772545.E-05 26396932.E-05 
1200010.E-03 31311095.E-05 38954974.E-05 54976134.E-05 27195907.E-05 
1300010.E-03 29506020.E-05 36145202.E-05 51636216.E-05 30480018.E-05 
1400010.E-03 31182757.E-05 31299091.E-05 78210763.E-05 49445477.E-05 
1500010.E-03 30646396.E-05 39029399.E-05 50212941.E-05 21065513.E-05 
1600010.E-03 36949469.E-05 46102382.E-05 79091453.E-05 23282816.E-05 
1700010.E-03 43480188.E-05 55310994.E-05 63790918.E-05 40451244.E-05 
1800010.E-03 29671465.E-05 33551317.E-05 57320290.E-05 27435524.E-05 
1900010.E-03 39250534.E-05 51121523.E-05 57428434.E-05 40141268.E-05 
2000010.E-03 47726126.E-05 57465603.E-05 59515111.E-05 27705248.E-05 
2100010.E-03 23323948.E-05 30182246.E-05 36977810.E-05 12963832.E-05 
2200010.E-03 31608923.E-05 35083943.E-05 66795489.E-05 34061731.E-05 
2300010.E-03 50237826.E-05 63249559.E-05 66533997.E-05 43341198.E-05 
