====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 165400.E-02 A   Straggling = 492244.E-03 A
 Ion Lateral Range = 378979.E-03 A   Straggling = 498024.E-03 A
 Ion Radial  Range = 635430.E-03 A   Straggling = 333790.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 88709549.E-05 88709549.E-05 90464542.E-05 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 24256311.E-05 24256311.E-05 50984482.E-05 00000000.E+00 
7000100.E-04 20125945.E-05 25136133.E-05 66822267.E-05 25268545.E-05 
8000100.E-04 30190608.E-05 30190608.E-05 30192666.E-05 00000000.E+00 
9000100.E-04 38049655.E-05 52865874.E-05 54213219.E-05 23088683.E-05 
1000010.E-03 10393586.E-05 10393586.E-05 25680773.E-05 00000000.E+00 
1100010.E-03 50944293.E-05 59544715.E-05 87143479.E-05 12244504.E-05 
1200010.E-03 58104290.E-05 79539436.E-05 83028899.E-05 50170466.E-05 
1300010.E-03 44837420.E-05 50118280.E-05 75827692.E-05 22464446.E-05 
1400010.E-03 59835183.E-05 69009333.E-05 71639480.E-05 30782200.E-05 
1500010.E-03 31929870.E-05 39759586.E-05 66168348.E-05 33589359.E-05 
1600010.E-03 43101895.E-05 47415330.E-05 55691796.E-05 17437241.E-05 
1700010.E-03 45258247.E-05 49561783.E-05 57412357.E-05 15001190.E-05 
1800010.E-03 53579149.E-05 64605514.E-05 69070916.E-05 43205255.E-05 
1900010.E-03 23931671.E-05 39197480.E-05 58592879.E-05 41621376.E-05 
2000010.E-03 17634038.E-05 28673436.E-05 63586390.E-05 27264957.E-05 
2100010.E-03 28265471.E-05 33674394.E-05 57028949.E-05 31744532.E-05 
2200010.E-03 17190549.E-05 25566095.E-05 41548824.E-05 92282295.E-06 
2300010.E-03 45640231.E-05 45640231.E-05 56403895.E-05 00000000.E+00 
