====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 156201.E-02 A   Straggling = 490503.E-03 A
 Ion Lateral Range = 378055.E-03 A   Straggling = 471612.E-03 A
 Ion Radial  Range = 581734.E-03 A   Straggling = 290136.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 57530104.E-06 57530104.E-06 18974934.E-05 00000000.E+00 
5000100.E-04 68211164.E-05 68211164.E-05 68249950.E-05 00000000.E+00 
6000100.E-04 23649185.E-05 23649185.E-05 37426156.E-05 00000000.E+00 
7000100.E-04 41751107.E-05 47964199.E-05 55325591.E-05 36027256.E-05 
8000100.E-04 83700856.E-05 84652442.E-05 10157708.E-04 52018980.E-06 
9000100.E-04 44219302.E-05 44973158.E-05 48905178.E-05 91878803.E-06 
1000010.E-03 33166232.E-06 33166232.E-06 42414921.E-05 00000000.E+00 
1100010.E-03 20189770.E-05 27787074.E-05 61838877.E-05 30947925.E-05 
1200010.E-03 34739849.E-05 47562298.E-05 73180375.E-05 23443302.E-05 
1300010.E-03 39138954.E-05 45151779.E-05 52279632.E-05 26175428.E-05 
1400010.E-03 46842540.E-05 57037335.E-05 69479902.E-05 20027326.E-05 
1500010.E-03 48138650.E-05 59563268.E-05 66966770.E-05 31280761.E-05 
1600010.E-03 30271046.E-05 34037490.E-05 49754464.E-05 20032939.E-05 
1700010.E-03 53998633.E-05 58367618.E-05 72886979.E-05 27993939.E-05 
1800010.E-03 46452359.E-05 50356180.E-05 58608980.E-05 26435348.E-05 
1900010.E-03 43729478.E-05 50684444.E-05 51418110.E-05 19648507.E-05 
2000010.E-03 29872739.E-05 46079926.E-05 68954917.E-05 25705424.E-05 
2100010.E-03 16188144.E-05 20945467.E-05 31155980.E-05 12895854.E-05 
2200010.E-03 41377328.E-05 48019421.E-05 58925935.E-05 41079345.E-05 
2300010.E-03 11361749.E-05 13914013.E-05 23479628.E-05 10470948.E-05 
