====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 163677.E-02 A   Straggling = 451819.E-03 A
 Ion Lateral Range = 392512.E-03 A   Straggling = 494644.E-03 A
 Ion Radial  Range = 576893.E-03 A   Straggling = 306980.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 75869382.E-05 82286821.E-05 76429325.E-05 32415003.E-05 
7000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8000100.E-04 77699091.E-05 77699091.E-05 77740291.E-05 00000000.E+00 
9000100.E-04 44942236.E-05 50442062.E-05 58276982.E-05 21557859.E-05 
1000010.E-03 42936354.E-05 44975561.E-05 47963295.E-05 12892247.E-05 
1100010.E-03 44151139.E-05 48022684.E-05 73392536.E-05 17516578.E-05 
1200010.E-03 43059435.E-05 55972911.E-05 80435794.E-05 39986184.E-05 
1300010.E-03 36514090.E-05 51368983.E-05 64609468.E-05 44754679.E-05 
1400010.E-03 33143503.E-05 37625881.E-05 38293878.E-05 16073125.E-05 
1500010.E-03 54214199.E-05 69334561.E-05 68233019.E-05 36805945.E-05 
1600010.E-03 41167732.E-05 48269057.E-05 65542644.E-05 33308012.E-05 
1700010.E-03 39879942.E-05 49110150.E-05 54751386.E-05 24832566.E-05 
1800010.E-03 39068628.E-05 48178694.E-05 45669040.E-05 25310128.E-05 
1900010.E-03 32075496.E-05 43268940.E-05 61303964.E-05 22810689.E-05 
2000010.E-03 37732654.E-05 46315138.E-05 59291854.E-05 38474535.E-05 
2100010.E-03 32568969.E-05 36540102.E-05 50165795.E-05 20331306.E-05 
2200010.E-03 42903903.E-05 55779623.E-05 65988167.E-05 21898008.E-05 
2300010.E-03 34195534.E-05 35068823.E-05 45192647.E-05 19782167.E-06 
