====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 163812.E-02 A   Straggling = 490133.E-03 A
 Ion Lateral Range = 405322.E-03 A   Straggling = 520932.E-03 A
 Ion Radial  Range = 587025.E-03 A   Straggling = 327144.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 74693385.E-06 74693385.E-06 74803381.E-06 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 31502898.E-05 34714844.E-05 36926916.E-05 18204061.E-05 
7000100.E-04 12940198.E-05 14758588.E-05 22152401.E-05 10157183.E-05 
8000100.E-04 35018050.E-05 46390166.E-05 56299337.E-05 19534336.E-05 
9000100.E-04 56628135.E-05 57645178.E-05 58272593.E-05 11816308.E-05 
1000010.E-03 40141116.E-05 40273454.E-05 62960395.E-05 10265495.E-05 
1100010.E-03 20309544.E-05 25203081.E-05 53694005.E-05 19941928.E-05 
1200010.E-03 42541008.E-05 60570009.E-05 58909413.E-05 53804516.E-05 
1300010.E-03 69363872.E-05 69363872.E-05 76754717.E-05 00000000.E+00 
1400010.E-03 71500496.E-05 86550286.E-05 72553722.E-05 49098031.E-05 
1500010.E-03 60575833.E-05 72873978.E-05 79670638.E-05 34788737.E-05 
1600010.E-03 34866574.E-05 42811528.E-05 52148588.E-05 21928730.E-05 
1700010.E-03 23952060.E-05 33128732.E-05 61847791.E-05 28916066.E-05 
1800010.E-03 51422679.E-05 61319577.E-05 65496575.E-05 39474668.E-05 
1900010.E-03 42911023.E-05 51019423.E-05 54480933.E-05 22133299.E-05 
2000010.E-03 37947866.E-05 41753437.E-05 50144420.E-05 16619946.E-05 
2100010.E-03 39685239.E-05 47086964.E-05 64715042.E-05 31471918.E-05 
2200010.E-03 45888124.E-05 62222456.E-05 52955267.E-05 40062161.E-05 
2300010.E-03 22638816.E-05 29591754.E-05 54903075.E-05 26189329.E-06 
