====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 172183.E-02 A   Straggling = 470061.E-03 A
 Ion Lateral Range = 390834.E-03 A   Straggling = 480076.E-03 A
 Ion Radial  Range = 596771.E-03 A   Straggling = 309649.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 47224206.E-05 47335860.E-05 71374345.E-05 26891244.E-05 
6000100.E-04 15176950.E-05 16215306.E-05 31141238.E-05 21652930.E-05 
7000100.E-04 46403458.E-05 46403458.E-05 11191583.E-04 00000000.E+00 
8000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1000010.E-03 16494356.E-05 24000302.E-05 79729646.E-05 30627863.E-05 
1100010.E-03 32142501.E-05 32258331.E-05 64747367.E-05 24709244.E-05 
1200010.E-03 87005582.E-05 87495877.E-05 11993744.E-04 23808809.E-05 
1300010.E-03 72280131.E-05 77822099.E-05 89649491.E-05 20621143.E-05 
1400010.E-03 24122079.E-05 31092942.E-05 37916575.E-05 23624277.E-05 
1500010.E-03 53561767.E-05 56775300.E-05 64844319.E-05 13725902.E-05 
1600010.E-03 34902969.E-05 46066138.E-05 45565079.E-05 24894908.E-05 
1700010.E-03 41296832.E-05 42754039.E-05 11021773.E-04 65846008.E-06 
1800010.E-03 34334772.E-05 39883232.E-05 47708732.E-05 23597896.E-05 
1900010.E-03 38795616.E-05 45246857.E-05 58154391.E-05 19465615.E-05 
2000010.E-03 37187408.E-05 47793648.E-05 68589527.E-05 22637704.E-05 
2100010.E-03 38516800.E-05 54965103.E-05 58241513.E-05 37501122.E-05 
2200010.E-03 43427558.E-05 50910374.E-05 55852842.E-05 24356751.E-05 
2300010.E-03 26915526.E-05 32492834.E-05 57725734.E-05 40036346.E-05 
