====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 179042.E-02 A   Straggling = 465392.E-03 A
 Ion Lateral Range = 413079.E-03 A   Straggling = 500055.E-03 A
 Ion Radial  Range = 584657.E-03 A   Straggling = 283641.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 26138395.E-06 26138395.E-06 62029870.E-06 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8000100.E-04 78169391.E-06 78169391.E-06 47907859.E-05 00000000.E+00 
9000100.E-04 63335540.E-05 63335540.E-05 64286864.E-05 00000000.E+00 
1000010.E-03 54271607.E-05 56972508.E-05 74077239.E-05 86646391.E-06 
1100010.E-03 37428091.E-05 45337394.E-05 67083697.E-05 23010582.E-05 
1200010.E-03 61715361.E-05 61715361.E-05 61780694.E-05 00000000.E+00 
1300010.E-03 47459882.E-05 58296050.E-05 64767271.E-05 28886491.E-05 
1400010.E-03 25526437.E-05 28399293.E-05 36467738.E-05 16839167.E-05 
1500010.E-03 57076463.E-05 64776625.E-05 71640484.E-05 32443634.E-05 
1600010.E-03 47454203.E-05 59048451.E-05 66181308.E-05 28698280.E-05 
1700010.E-03 50074090.E-05 70163575.E-05 63777070.E-05 40914387.E-05 
1800010.E-03 36884487.E-05 39414249.E-05 67232967.E-05 16307955.E-05 
1900010.E-03 42905003.E-05 46226112.E-05 51881923.E-05 21494934.E-05 
2000010.E-03 45167241.E-05 54856463.E-05 60822441.E-05 37011758.E-05 
2100010.E-03 28551204.E-05 38720122.E-05 57846340.E-05 32128969.E-05 
2200010.E-03 41315006.E-05 42333372.E-05 55721013.E-05 25271609.E-05 
2300010.E-03 41968452.E-05 46793981.E-05 49969836.E-05 21319767.E-05 
