====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 168019.E-02 A   Straggling = 508444.E-03 A
 Ion Lateral Range = 367760.E-03 A   Straggling = 456297.E-03 A
 Ion Radial  Range = 554128.E-03 A   Straggling = 300824.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 17869424.E-05 21061340.E-05 26828354.E-05 13228594.E-05 
6000100.E-04 77990181.E-06 77990181.E-06 12007123.E-05 00000000.E+00 
7000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8000100.E-04 51232296.E-05 66908716.E-05 64536532.E-05 34318628.E-05 
9000100.E-04 30990112.E-05 31949345.E-05 42861842.E-05 40599926.E-06 
1000010.E-03 28688651.E-05 38800646.E-05 31418286.E-05 26487921.E-05 
1100010.E-03 15916393.E-05 18649481.E-05 47777618.E-05 29617336.E-05 
1200010.E-03 72378319.E-05 87642145.E-05 95738936.E-05 46754027.E-05 
1300010.E-03 45525837.E-05 56558803.E-05 47172655.E-05 32748596.E-05 
1400010.E-03 31146118.E-05 41529377.E-05 51237169.E-05 28898273.E-05 
1500010.E-03 39550592.E-05 49506224.E-05 52044458.E-05 24050072.E-05 
1600010.E-03 33253481.E-05 40687143.E-05 67396498.E-05 29465677.E-05 
1700010.E-03 56449023.E-05 64038014.E-05 60620387.E-05 29790166.E-05 
1800010.E-03 32256605.E-05 35370427.E-05 71521915.E-05 22895249.E-05 
1900010.E-03 30528059.E-05 38919688.E-05 45709145.E-05 26126503.E-05 
2000010.E-03 34917512.E-05 39483816.E-05 55869098.E-05 15916396.E-05 
2100010.E-03 43249788.E-05 49238077.E-05 62667213.E-05 22493446.E-05 
2200010.E-03 30009901.E-05 36774554.E-05 51623897.E-05 30037893.E-05 
2300010.E-03 37555825.E-05 42520551.E-05 55952819.E-05 29599676.E-05 
