====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 158082.E-02 A   Straggling = 512164.E-03 A
 Ion Lateral Range = 341954.E-03 A   Straggling = 416152.E-03 A
 Ion Radial  Range = 527295.E-03 A   Straggling = 272545.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 43238245.E-06 43238245.E-06 14885043.E-05 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 14301509.E-05 14301509.E-05 14798997.E-05 00000000.E+00 
6000100.E-04 16518683.E-05 16518683.E-05 24894196.E-05 00000000.E+00 
7000100.E-04 37162013.E-05 43997135.E-05 59901105.E-05 17376678.E-05 
8000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9000100.E-04 18551243.E-05 22401062.E-05 28570929.E-05 52737914.E-06 
1000010.E-03 28649224.E-05 33128004.E-05 46826116.E-05 26947162.E-05 
1100010.E-03 22331959.E-05 26151029.E-05 27420838.E-05 91682428.E-06 
1200010.E-03 40135767.E-05 45270077.E-05 63923414.E-05 19718079.E-05 
1300010.E-03 61809796.E-05 64326927.E-05 90385252.E-05 14683443.E-05 
1400010.E-03 41050194.E-05 49820628.E-05 51792317.E-05 24306352.E-05 
1500010.E-03 41766769.E-05 47732441.E-05 62570667.E-05 28900161.E-05 
1600010.E-03 38685413.E-05 51089201.E-05 53739789.E-05 36403538.E-05 
1700010.E-03 35227691.E-05 46968002.E-05 50195845.E-05 23869475.E-05 
1800010.E-03 23567303.E-05 28920059.E-05 45493918.E-05 30669890.E-05 
1900010.E-03 30788498.E-05 33539136.E-05 57761974.E-05 31016805.E-05 
2000010.E-03 33821186.E-05 42300907.E-05 58996851.E-05 22719884.E-05 
2100010.E-03 37097256.E-05 41733065.E-05 43727297.E-05 20685810.E-05 
2200010.E-03 29903443.E-05 31638682.E-05 53325934.E-05 18402631.E-05 
2300010.E-03 46395015.E-05 50832458.E-05 53612405.E-05 24482191.E-05 
