====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 163932.E-02 A   Straggling = 479375.E-03 A
 Ion Lateral Range = 381700.E-03 A   Straggling = 480234.E-03 A
 Ion Radial  Range = 588389.E-03 A   Straggling = 301906.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7000100.E-04 64803950.E-05 85008886.E-05 84264353.E-05 69936365.E-05 
8000100.E-04 31036386.E-05 36842068.E-05 61180746.E-05 27950110.E-05 
9000100.E-04 24180315.E-05 30329056.E-05 40476641.E-05 19195098.E-05 
1000010.E-03 24460607.E-05 27405947.E-05 38291934.E-05 93579319.E-06 
1100010.E-03 52271312.E-05 61067837.E-05 66608164.E-05 26486103.E-05 
1200010.E-03 35755297.E-05 42581365.E-05 77004119.E-05 32149897.E-05 
1300010.E-03 41646505.E-05 45710686.E-05 52787284.E-05 16230600.E-05 
1400010.E-03 16709608.E-05 17102428.E-05 17463422.E-05 28928613.E-06 
1500010.E-03 40567177.E-05 43261642.E-05 66180080.E-05 23420675.E-05 
1600010.E-03 10799313.E-05 12958864.E-05 51362567.E-05 20544514.E-05 
1700010.E-03 56504334.E-05 71280808.E-05 76081675.E-05 43616813.E-05 
1800010.E-03 33895573.E-05 40603632.E-05 48455194.E-05 21747647.E-05 
1900010.E-03 36644374.E-05 44576614.E-05 63169983.E-05 29030171.E-05 
2000010.E-03 39928785.E-05 46472448.E-05 61926211.E-05 21011878.E-05 
2100010.E-03 65209612.E-05 74907692.E-05 84237161.E-05 26611717.E-05 
2200010.E-03 40223249.E-05 47291207.E-05 60165423.E-05 22333958.E-05 
2300010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
