====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 163758.E-02 A   Straggling = 447874.E-03 A
 Ion Lateral Range = 364425.E-03 A   Straggling = 453565.E-03 A
 Ion Radial  Range = 587692.E-03 A   Straggling = 298201.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 52819315.E-06 52819315.E-06 11398583.E-05 00000000.E+00 
5000100.E-04 37604336.E-05 45242657.E-05 56188123.E-05 35536452.E-05 
6000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8000100.E-04 15940523.E-05 15940523.E-05 58119830.E-05 00000000.E+00 
9000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1000010.E-03 18208788.E-05 18326160.E-05 48576753.E-05 13887529.E-05 
1100010.E-03 39924796.E-05 46338157.E-05 49858118.E-05 22564350.E-05 
1200010.E-03 30890700.E-05 35248611.E-05 61102391.E-05 19600540.E-05 
1300010.E-03 23929817.E-05 25623893.E-05 43598235.E-05 22680471.E-05 
1400010.E-03 47727311.E-05 58821460.E-05 73909920.E-05 28415682.E-05 
1500010.E-03 35693553.E-05 49108839.E-05 61631561.E-05 42397196.E-05 
1600010.E-03 40193863.E-05 49720746.E-05 58096428.E-05 17035372.E-05 
1700010.E-03 32700457.E-05 40708418.E-05 56988038.E-05 40647224.E-05 
1800010.E-03 24447452.E-05 30080602.E-05 48125443.E-05 20313922.E-05 
1900010.E-03 39531908.E-05 46359266.E-05 64683226.E-05 22290701.E-05 
2000010.E-03 43072620.E-05 51091583.E-05 73593160.E-05 34330559.E-05 
2100010.E-03 57099548.E-05 63082315.E-05 65334829.E-05 18679817.E-05 
2200010.E-03 48074049.E-05 57809700.E-05 65163840.E-05 25377009.E-05 
2300010.E-03 52926671.E-05 53485792.E-05 67455822.E-05 33992914.E-06 
