====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 162283.E-02 A   Straggling = 495109.E-03 A
 Ion Lateral Range = 391839.E-03 A   Straggling = 465775.E-03 A
 Ion Radial  Range = 576152.E-03 A   Straggling = 308762.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 85594694.E-05 85594694.E-05 88040238.E-05 00000000.E+00 
5000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 36739229.E-05 38265250.E-05 67196151.E-05 37776400.E-05 
7000100.E-04 14054105.E-05 14054105.E-05 20342508.E-05 00000000.E+00 
8000100.E-04 19189061.E-06 19189061.E-06 44299888.E-06 00000000.E+00 
9000100.E-04 44170179.E-05 56421688.E-05 59767429.E-05 20140169.E-05 
1000010.E-03 37469433.E-05 48473430.E-05 68739411.E-05 33919014.E-05 
1100010.E-03 35169168.E-05 39553436.E-05 81871721.E-05 44934237.E-05 
1200010.E-03 42241062.E-05 46627425.E-05 52396176.E-05 16719992.E-05 
1300010.E-03 57981172.E-05 61847015.E-05 86725841.E-05 27518071.E-05 
1400010.E-03 44613456.E-05 46698637.E-05 66323661.E-05 10702680.E-05 
1500010.E-03 32384230.E-05 43029285.E-05 42046340.E-05 26378563.E-05 
1600010.E-03 27439224.E-05 29632992.E-05 48809696.E-05 33796850.E-05 
1700010.E-03 45223767.E-05 51958192.E-05 57660520.E-05 20724757.E-05 
1800010.E-03 36062584.E-05 40894754.E-05 61418069.E-05 32535362.E-05 
1900010.E-03 23720480.E-05 25679868.E-05 37867222.E-05 22921363.E-05 
2000010.E-03 42016796.E-05 53059275.E-05 67135072.E-05 29769840.E-05 
2100010.E-03 33092262.E-05 39892910.E-05 50687034.E-05 29055601.E-05 
2200010.E-03 44798225.E-05 46974067.E-05 47142490.E-05 15479856.E-05 
2300010.E-03 46170149.E-05 57188510.E-05 59913047.E-05 25880814.E-05 
