====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 167291.E-02 A   Straggling = 430581.E-03 A
 Ion Lateral Range = 382878.E-03 A   Straggling = 479405.E-03 A
 Ion Radial  Range = 596031.E-03 A   Straggling = 314637.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8000100.E-04 38670408.E-05 38859735.E-05 43232588.E-05 10691205.E-06 
9000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1000010.E-03 28042878.E-07 28042878.E-07 31031873.E-05 00000000.E+00 
1100010.E-03 22017001.E-05 25751491.E-05 42663882.E-05 31057389.E-05 
1200010.E-03 42564561.E-05 49827366.E-05 78434891.E-05 28043720.E-05 
1300010.E-03 50475967.E-05 51405231.E-05 54992418.E-05 70437864.E-06 
1400010.E-03 43346819.E-05 55872729.E-05 51491130.E-05 33006821.E-05 
1500010.E-03 50987208.E-05 62614965.E-05 84018665.E-05 44440611.E-05 
1600010.E-03 37617460.E-05 51503318.E-05 73954036.E-05 35223422.E-05 
1700010.E-03 41910160.E-05 51450498.E-05 63003883.E-05 29965547.E-05 
1800010.E-03 43173709.E-05 57092213.E-05 52500894.E-05 35034149.E-05 
1900010.E-03 20238384.E-05 25015216.E-05 57151789.E-05 31565940.E-05 
2000010.E-03 16285682.E-05 25483259.E-05 58284672.E-05 33110295.E-05 
2100010.E-03 35906426.E-05 40379154.E-05 44650951.E-05 19559688.E-05 
2200010.E-03 33834938.E-05 38851895.E-05 60843826.E-05 64087268.E-06 
2300010.E-03 42742855.E-05 51388434.E-05 53756317.E-05 20288817.E-05 
