====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 170339.E-02 A   Straggling = 502688.E-03 A
 Ion Lateral Range = 377012.E-03 A   Straggling = 457443.E-03 A
 Ion Radial  Range = 538811.E-03 A   Straggling = 289439.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 77100971.E-05 77100971.E-05 91111383.E-05 00000000.E+00 
5000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 15012581.E-07 15012581.E-07 17227311.E-05 00000000.E+00 
7000100.E-04 14343736.E-05 16875766.E-05 26072020.E-05 19082172.E-05 
8000100.E-04 14426208.E-05 14426208.E-05 23345342.E-05 00000000.E+00 
9000100.E-04 22989559.E-05 25969987.E-05 29107910.E-05 66182323.E-06 
1000010.E-03 44784334.E-05 44784334.E-05 81920362.E-05 00000000.E+00 
1100010.E-03 22623007.E-06 22623007.E-06 25237420.E-05 00000000.E+00 
1200010.E-03 54999105.E-05 58371255.E-05 68209812.E-05 72432601.E-06 
1300010.E-03 50232801.E-05 55868571.E-05 59453117.E-05 16239647.E-05 
1400010.E-03 28406546.E-05 41500979.E-05 50749957.E-05 29050414.E-05 
1500010.E-03 54288221.E-05 58033558.E-05 70163782.E-05 18031571.E-05 
1600010.E-03 44893313.E-05 55292584.E-05 77797872.E-05 39581829.E-05 
1700010.E-03 30190736.E-05 36698670.E-05 40547593.E-05 25844966.E-05 
1800010.E-03 31894948.E-05 38448640.E-05 41653562.E-05 24937347.E-05 
1900010.E-03 36152986.E-05 47335683.E-05 51071867.E-05 27480538.E-05 
2000010.E-03 45694984.E-05 53030055.E-05 71773024.E-05 36575278.E-05 
2100010.E-03 36128585.E-05 42768735.E-05 49525630.E-05 22130028.E-05 
2200010.E-03 42886735.E-05 48247341.E-05 49518942.E-05 19837902.E-05 
2300010.E-03 36265687.E-05 44919803.E-05 47326359.E-05 23461507.E-05 
