====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 168782.E-02 A   Straggling = 501661.E-03 A
 Ion Lateral Range = 390609.E-03 A   Straggling = 476233.E-03 A
 Ion Radial  Range = 580534.E-03 A   Straggling = 305957.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 46861897.E-05 46861897.E-05 11809314.E-04 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 37312831.E-05 37312831.E-05 39140352.E-05 00000000.E+00 
5000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 15382158.E-05 15382158.E-05 15408725.E-05 00000000.E+00 
7000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8000100.E-04 49628113.E-05 49628113.E-05 69630691.E-05 00000000.E+00 
9000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1000010.E-03 26379783.E-05 35359203.E-05 31745368.E-05 24773115.E-05 
1100010.E-03 22521755.E-05 22888221.E-05 36614721.E-05 83992603.E-06 
1200010.E-03 42357486.E-05 45141835.E-05 51983822.E-05 14868023.E-05 
1300010.E-03 39254578.E-05 49811618.E-05 57626218.E-05 31468055.E-05 
1400010.E-03 23232724.E-05 25008857.E-05 59633906.E-05 22448568.E-05 
1500010.E-03 29099365.E-05 35320396.E-05 34815574.E-05 20628654.E-05 
1600010.E-03 44236956.E-05 57845293.E-05 76134412.E-05 39275575.E-05 
1700010.E-03 30354990.E-05 39341306.E-05 43484742.E-05 22880556.E-05 
1800010.E-03 43197677.E-05 47161527.E-05 54563544.E-05 26747703.E-05 
1900010.E-03 67198342.E-05 73790303.E-05 74373743.E-05 29596902.E-05 
2000010.E-03 54391796.E-05 62724662.E-05 82208411.E-05 12865262.E-05 
2100010.E-03 35649421.E-05 43529240.E-05 66689033.E-05 24697991.E-05 
2200010.E-03 28346874.E-05 35518106.E-05 59187819.E-05 30421240.E-05 
2300010.E-03 63926030.E-05 70093454.E-05 65625942.E-05 30513369.E-05 
