====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 163846.E-02 A   Straggling = 478036.E-03 A
 Ion Lateral Range = 353957.E-03 A   Straggling = 442312.E-03 A
 Ion Radial  Range = 564560.E-03 A   Straggling = 286596.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 67546113.E-06 67546113.E-06 47328621.E-05 00000000.E+00 
7000100.E-04 55755631.E-06 55755631.E-06 39441927.E-05 00000000.E+00 
8000100.E-04 38654340.E-05 47323286.E-05 47638277.E-05 20692987.E-05 
9000100.E-04 77278593.E-05 77278593.E-05 78856579.E-05 00000000.E+00 
1000010.E-03 39928857.E-05 44789589.E-05 46184646.E-05 24388261.E-05 
1100010.E-03 50487717.E-05 63080239.E-05 61171719.E-05 37134449.E-05 
1200010.E-03 10866267.E-05 13108164.E-05 43734796.E-05 24939352.E-05 
1300010.E-03 31071766.E-05 38267957.E-05 38680625.E-05 21500304.E-05 
1400010.E-03 66266270.E-05 68566496.E-05 84205231.E-05 29071916.E-05 
1500010.E-03 29199847.E-05 36088752.E-05 46148535.E-05 15247391.E-05 
1600010.E-03 56483269.E-05 66792913.E-05 86044898.E-05 20994460.E-05 
1700010.E-03 27798538.E-05 34583439.E-05 53627772.E-05 16221724.E-05 
1800010.E-03 27753594.E-05 32722569.E-05 59021947.E-05 21625964.E-05 
1900010.E-03 40925718.E-05 51379032.E-05 49439002.E-05 27303303.E-05 
2000010.E-03 49834298.E-05 53783843.E-05 80897945.E-05 28406485.E-05 
2100010.E-03 21955300.E-05 27958618.E-05 63315066.E-05 35440091.E-05 
2200010.E-03 26929508.E-05 33166949.E-05 52861216.E-05 95026755.E-06 
2300010.E-03 22370035.E-05 26832241.E-05 32730520.E-05 11005360.E-05 
