====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 160984.E-02 A   Straggling = 531263.E-03 A
 Ion Lateral Range = 357181.E-03 A   Straggling = 439101.E-03 A
 Ion Radial  Range = 590072.E-03 A   Straggling = 311532.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 21709994.E-05 21709994.E-05 30125482.E-05 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 65039040.E-05 65039040.E-05 65140833.E-05 00000000.E+00 
6000100.E-04 64409841.E-05 65281036.E-05 74914301.E-05 20311783.E-05 
7000100.E-04 11642180.E-05 13657093.E-05 45891707.E-05 26989180.E-06 
8000100.E-04 42557537.E-06 43472239.E-06 54506581.E-05 33894982.E-05 
9000100.E-04 47658395.E-05 53513219.E-05 70507514.E-05 24741972.E-05 
1000010.E-03 24666547.E-05 29724526.E-05 54083874.E-05 25744532.E-05 
1100010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1200010.E-03 11358885.E-05 12636903.E-05 12135587.E-05 51743213.E-06 
1300010.E-03 41582902.E-05 55993639.E-05 75215448.E-05 21295533.E-05 
1400010.E-03 23641562.E-05 30291748.E-05 72887776.E-05 48911633.E-05 
1500010.E-03 47727682.E-05 55414811.E-05 80513351.E-05 31013472.E-05 
1600010.E-03 29245054.E-05 32046131.E-05 55821092.E-05 20137559.E-05 
1700010.E-03 52398107.E-05 58454532.E-05 71920755.E-05 16677350.E-05 
1800010.E-03 32183144.E-05 37610873.E-05 40866668.E-05 28676188.E-05 
1900010.E-03 28559444.E-05 30910411.E-05 60431522.E-05 45045612.E-05 
2000010.E-03 46293165.E-05 54385233.E-05 61559653.E-05 35396599.E-05 
2100010.E-03 31063781.E-05 33966666.E-05 52637070.E-05 13647832.E-05 
2200010.E-03 23120631.E-05 31557084.E-05 41479790.E-05 22380698.E-05 
2300010.E-03 42063133.E-05 49457736.E-05 66496299.E-05 12708262.E-05 
