====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 168481.E-02 A   Straggling = 458114.E-03 A
 Ion Lateral Range = 337383.E-03 A   Straggling = 441779.E-03 A
 Ion Radial  Range = 534182.E-03 A   Straggling = 324309.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 29193578.E-05 30790918.E-05 35579034.E-05 15885526.E-05 
6000100.E-04 57992107.E-06 57992107.E-06 63681917.E-06 00000000.E+00 
7000100.E-04 37538595.E-05 37553663.E-05 50956217.E-05 13511703.E-05 
8000100.E-04 11252358.E-04 11252358.E-04 11781197.E-04 00000000.E+00 
9000100.E-04 38258760.E-05 46632068.E-05 48582210.E-05 24908006.E-05 
1000010.E-03 16458187.E-05 16743776.E-05 69954398.E-05 21266783.E-05 
1100010.E-03 36826685.E-05 42220094.E-05 46375090.E-05 11495200.E-05 
1200010.E-03 40669408.E-05 51106143.E-05 53427657.E-05 22443365.E-05 
1300010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1400010.E-03 22213436.E-05 30317009.E-05 63282763.E-05 27928414.E-05 
1500010.E-03 47377667.E-05 52254617.E-05 82154101.E-05 28087210.E-05 
1600010.E-03 18957343.E-05 24653707.E-05 36307218.E-05 22925710.E-05 
1700010.E-03 27346585.E-05 38831518.E-05 55755355.E-05 32630438.E-05 
1800010.E-03 40275954.E-05 44883305.E-05 54833770.E-05 22506623.E-05 
1900010.E-03 29956553.E-05 42023966.E-05 42197687.E-05 37730208.E-05 
2000010.E-03 43182992.E-05 53716464.E-05 63880534.E-05 29698479.E-05 
2100010.E-03 56787118.E-05 72621498.E-05 86096898.E-05 36962078.E-05 
2200010.E-03 16457050.E-05 22388130.E-05 26505122.E-05 14920157.E-05 
2300010.E-03 20514245.E-05 24832678.E-05 28452842.E-05 11888742.E-05 
