====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Al(150 keV) ==> None(  1 um) ==============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Al   Energy = 150 keV
 Total Ions calculated =100.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 10000.E+00 AAA ;
  Layer # 1- Density = 9.642E22 atoms/cm3 = 3.21 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 169647.E-02 A   Straggling = 481367.E-03 A
 Ion Lateral Range = 367124.E-03 A   Straggling = 448884.E-03 A
 Ion Radial  Range = 587382.E-03 A   Straggling = 299269.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 31284822.E-05 36890064.E-05 41929351.E-05 24868813.E-05 
7000100.E-04 21705489.E-05 21705489.E-05 27489318.E-05 00000000.E+00 
8000100.E-04 34731531.E-05 34731531.E-05 49398570.E-05 00000000.E+00 
9000100.E-04 32283411.E-05 32283411.E-05 43996660.E-05 00000000.E+00 
1000010.E-03 43728080.E-05 47998721.E-05 71969011.E-05 24208245.E-05 
1100010.E-03 18921168.E-05 18921168.E-05 44529979.E-05 00000000.E+00 
1200010.E-03 38790076.E-05 47417674.E-05 50111854.E-05 28493140.E-05 
1300010.E-03 39506636.E-05 40514793.E-05 56701157.E-05 21368347.E-05 
1400010.E-03 34344661.E-05 37912638.E-05 87751706.E-05 15544784.E-05 
1500010.E-03 17760556.E-05 33025695.E-05 50844635.E-05 29053976.E-05 
1600010.E-03 63984668.E-05 69590674.E-05 77712758.E-05 35034823.E-05 
1700010.E-03 36314721.E-05 47159375.E-05 64321330.E-05 33982745.E-05 
1800010.E-03 29022990.E-05 38021439.E-05 51959473.E-05 27431016.E-05 
1900010.E-03 29721743.E-05 36989834.E-05 41094851.E-05 25793059.E-05 
2000010.E-03 48997809.E-05 57736454.E-05 79449349.E-05 33928435.E-05 
2100010.E-03 38016289.E-05 44613819.E-05 57727642.E-05 24504220.E-05 
2200010.E-03 17923111.E-05 17923111.E-05 37847804.E-05 00000000.E+00 
2300010.E-03 34455753.E-05 43304155.E-05 53772030.E-05 26629540.E-05 
